 1.45691192833384408623 0.00074867005567001244
декабря 0.69314718055994528623 0.00748000554561092067
материал 0.34217025773585058035 0.00017583260931955323
википедии 0.04058528011507830241 0.00004171149035465396
свободной 0.34217025773585058035 0.00017583260931955323
энциклопедии 0.34217025773585058035 0.00017583260931955323
это 0.31845373111853458870 0.00032729057668914142
стабильная 2.07944154167983574766 0.00106857222080156003
версия 0.04058528011507830241 0.00006256723553198094
отпатрулированная 2.22604501587171155208 0.00114390802460005736
декабрь 1.99243016469020606252 0.00204771856597143467
пн 3.37872452581009685701 0.00173624076352009091
вт 3.56104608260405131048 0.00182993118324976944
ср 3.56104608260405131048 0.00182993118324976944
чт 3.56104608260405131048 0.00182993118324976944
пт 3.56104608260405131048 0.00182993118324976944
сб 2.77258872223978114491 0.00142476296106874671
вс 1.48160454092421556282 0.00076135896244820941
год 0.99609672514251468289 0.00102373764146198839
содержание 0.04058528011507830241 0.00004171149035465396
дни 2.77258872223978114491 0.00427428888320624013
международные 1.70474809223842527217 0.00175205353775788829
национальные 2.46243379393594175042 0.00253076443364433877
религиозные 2.86789890204410635732 0.00294748088596516597
именины 4.47733681447820686117 0.00460157945989538193
события 0.04058528011507830241 0.00008342298070930793
века 1.16315080980568086311 0.00358628204462183194
век 1.58696505658204189970 0.01304801690920486673
родились 2.97325941770193269420 0.00305576507471935549
скончались 3.56104608260405131048 0.00365986236649953889
приметы 4.47733681447820686117 0.00690236918984307290
см 0.35020242943311497008 0.00125972096918386682
также 0.54551118175388080278 0.00168194608968308575
примечания 0.39136050192662247271 0.00040222045418974561
-й 0.95097628986204518764 0.00146604772332278280
день 1.14513230430300261276 0.00411918095073022551
года 0.39979937057248704502 0.00143812723227513335
годы 1.12743272720360154793 0.00057935905817245708
григорианскому 3.22457384598283836041 0.00331405328466889866
календарю 2.97325941770193269420 0.00611153014943871097
конца 1.80318816505167767161 0.00092661262335646340
оста 2.60553463757661507572 0.00133891810769610239
тся 1.61513593354873807861 0.00082997735536934124
дней 1.21924027645672450326 0.00125307325432345786
октября 0.76376474777389868898 0.00078495863080565130
юлианскому 4.07187170637004225426 0.00418486300757455517
веках 2.39789527279837066942 0.00246443501829226187
соответствует 2.77258872223978114491 0.00142476296106874671
править 0.04058528011507830241 0.00102193151368902189
код 0.07061756721395341663 0.00083463722811969615
категория 1.87464712903382269005 0.00385333428372830987
праздники 2.22604501587171155208 0.00114390802460005736
заменгофа 5.17048399503815137024 0.00265698047021487764
праздник 3.22457384598283836041 0.00165702664233444933
эсперантистов 5.17048399503815137024 0.00265698047021487764
нидерланды 2.12596155731472880035 0.00109247767590684927
королевства 2.33727065098193564907 0.00120106405497530096
россия 1.43281437675478362515 0.00147257387127932540
образования 1.70474809223842527217 0.00087602676887894415
радиотехнических 5.17048399503815137024 0.00265698047021487764
войск 0.92198875298879279239 0.00047378661510215456
ввс 1.87464712903382269005 0.00096333357093207747
рф 1.95160817016995102868 0.00601729137770796833
памяти 2.60553463757661507572 0.00133891810769610239
журналистов 2.33727065098193564907 0.00120106405497530096
погибших 1.91238745701666967847 0.00196545473485783100
исполнении 4.07187170637004225426 0.00209243150378727759
профессиональных 4.47733681447820686117 0.00230078972994769097
обязанностей 3.37872452581009685701 0.00173624076352009091
украина 2.03498977910900213928 0.00104572958844244713
работников 2.97325941770193269420 0.00152788253735967774
суда 1.95160817016995102868 0.00100288189628466146
православие 2.97325941770193269420 0.00152788253735967774
память 3.37872452581009685701 0.02083488916224109089
пророка 3.22457384598283836041 0.00165702664233444933
