 1.45691192833384408623 0.00017235442190155495
эстония 2.28011223714198729695 0.02211868016628924100
материал 0.34217025773585058035 0.00004047915032956945
википедии 0.04058528011507830241 0.00000960257426122756
свободной 0.34217025773585058035 0.00004047915032956945
энциклопедии 0.34217025773585058035 0.00008095830065913890
это 0.31845373111853458870 0.00026371419825266083
стабильная 2.07944154167983574766 0.00024600041898495628
версия 0.04058528011507830241 0.00004321158417552404
отпатрулированная 2.22604501587171155208 0.00026334378514985347
февраля 0.71613669878464414342 0.00127079740704716219
термина 1.58696505658204189970 0.00018773986236626545
значения 1.50692234890850529361 0.00035654142882018340
см 0.35020242943311497008 0.00024857619503119483
эстонская 4.47733681447820686117 0.00900446301267355045
республика 1.43281437675478362515 0.00203404383308380477
эст 4.47733681447820686117 0.00688576583322094999
флаг 1.73649679055300554253 0.00041085929032367338
герб 2.03498977910900213928 0.00072222516707997231
гимн 2.22604501587171155208 0.00052668757029970695
родина 2.97325941770193269420 0.00035174014168956971
мо 3.37872452581009685701 0.00039970714844553377
даты 2.68557734525015145977 0.00158853504391940833
независимости 1.99243016469020606252 0.00282848242946675404
года 0.39979937057248704502 0.00695262125566728853
рсфср 3.37872452581009685701 0.00039970714844553377
мая 0.64869541798911145580 0.00138134597466035803
ссср 2.17475172148416096007 0.00257275727136420341
официальные 2.03498977910900213928 0.00096296688943996308
языки 2.28011223714198729695 0.00134870001013958794
эстонский 4.47733681447820686117 0.00529674294863149986
столица 1.91238745701666967847 0.00135742632699633464
таллин 5.17048399503815137024 0.00550506991072321778
крупнейшие 2.12596155731472880035 0.00050300758483727169
города 0.92198875298879279239 0.00152701319553331352
тарту 5.17048399503815137024 0.00611674434524802062
нарва 5.17048399503815137024 0.00367004660714881185
пярну 5.17048399503815137024 0.00244669773809920790
кохтла-ярве 5.17048399503815137024 0.00183502330357440593
вильянди 5.17048399503815137024 0.00183502330357440593
раквере 5.17048399503815137024 0.00183502330357440593
форма 2.22604501587171155208 0.00026334378514985347
правления 1.55956608239392746640 0.00055349559294709365
парламентская 2.97325941770193269420 0.00035174014168956971
президент 1.23865836231382608901 0.00102574334983991287
алар 5.17048399503815137024 0.00061167443452480198
карис 5.17048399503815137024 0.00061167443452480198
премьер-министр 1.38629436111989057245 0.00049200083796991268
кая 5.17048399503815137024 0.00183502330357440593
каллас 5.17048399503815137024 0.00305837217262401031
председатель 1.61513593354873807861 0.00019107251077117449
рийгикогу 5.17048399503815137024 0.00428172104167361383
юри 5.17048399503815137024 0.00122334886904960395
ратас 5.17048399503815137024 0.00061167443452480198
территория 1.95160817016995102868 0.00046175515678929395
км 1.87464712903382269005 0.00354836792435125545
водной 2.53142666542289296316 0.00029947079917459990
поверхности 2.46243379393594175042 0.00029130886004210833
население 1.67397643357167158484 0.00277246777120589193
оценка 2.17475172148416096007 0.00051455145427284062
чел 2.33727065098193564907 0.00359452483884599135
-е 1.64412347042199047387 0.00311202833630093998
плотность 2.46243379393594175042 0.00029130886004210833
-я 1.53289783531176615483 0.00036268729097640274
ввп 2.17475172148416096007 0.00283003299850062388
ппс 2.53142666542289296316 0.00089841239752379970
итого 2.46243379393594175042 0.00058261772008421666
млрд 1.95160817016995102868 0.00207789820555182286
долл 2.33727065098193564907 0.00110600764272184341
-й 0.95097628986204518764 0.00067500978814293987
душу 2.39789527279837066942 0.00170204325526916158
населения 1.18149994847387729280 0.00670909706929446407
номинал 2.53142666542289296316 0.00059894159834919980
ичр 2.46243379393594175042 0.00058261772008421666
очень 1.53289783531176615483 0.00054403093646460403
высокий 2.39789527279837066942 0.00085102162763458079
место 0.80103614257113020525 0.00047381766388922882
ичрн 5.17048399503815137024 0.00061167443452480198
валюта 2.28011223714198729695 0.00053948000405583515
евро 2.86789890204410635732 0.00237493106758650697
код 0.07061756721395341663 0.00047618612696029159
интернет-домены 3.22457384598283836041 0.00038147093883625203
мок 2.46243379393594175042 0.00029130886004210833
телефонный 2.39789527279837066942 0.00028367387587819362
часовой 2.68557734525015145977 0.00031770700878388163
пояс 2.60553463757661507572 0.00030823786082770789
летом 2.07944154167983574766 0.00073800125695486891
автомобильное 2.46243379393594175042 0.00029130886004210833
движение 1.25846098961000563143 0.00029775487746598974
правостороннее 4.47733681447820686117 0.00052967429486315001
медиафайлы 0.72783273854783536727 0.00017220696523076668
викискладе 0.76376474777389868898 0.00018070856447980566
видео 2.53142666542289296316 0.00029947079917459990
год 0.99609672514251468289 0.00353518298287891193
эсто 5.17048399503815137024 0.00122334886904960395
ния 4.07187170637004225426 0.00048170728810718584
слушать 3.78418963391826101983 0.00044767415520149777
официальное 2.60553463757661507572 0.00030823786082770789
название 1.36382150526783196831 0.00129073370899593690
нская 4.07187170637004225426 0.00048170728810718584
респу 3.09104245335831606667 0.00036567401553984575
блика 3.09104245335831606667 0.00036567401553984575
государство 1.14513230430300261276 0.00054188207940518277
европе 2.22604501587171155208 0.00026334378514985347
восточном 3.09104245335831606667 0.00073134803107969149
побережье 2.53142666542289296316 0.00059894159834919980
балтийского 5.17048399503815137024 0.00367004660714881185
моря 2.33727065098193564907 0.00193551337476322613
омываемое 5.17048399503815137024 0.00061167443452480198
водами 4.07187170637004225426 0.00144512186432155763
заливов 3.78418963391826101983 0.00044767415520149777
востоке 1.53289783531176615483 0.00036268729097640274
протяж 2.46243379393594175042 0.00058261772008421666
нность 2.53142666542289296316 0.00029947079917459990
границы 1.64412347042199047387 0.00077800708407523499
юге 1.53289783531176615483 0.00018134364548820137
латвией 4.47733681447820686117 0.00105934858972630002
севере 1.43281437675478362515 0.00016950365275698374
финском 5.17048399503815137024 0.00061167443452480198
заливе 1.80318816505167767161 0.00021331931445068940
проходит 2.68557734525015145977 0.00095312102635164485
морская 3.22457384598283836041 0.00038147093883625203
омывается 2.86789890204410635732 0.00033927586679807244
город 1.23865836231382608901 0.00043960429278853405
площадь 2.33727065098193564907 0.00110600764272184341
составляет 2.07944154167983574766 0.00442800754172921387
человек 0.98082925301172618759 0.00232066545134680278
таким 1.70474809223842527217 0.00080669494486616594
образом 1.50692234890850529361 0.00106962428646055030
территории 1.14513230430300261276 0.00121923467866166140
занимает 2.28011223714198729695 0.00107896000811167031
населению 2.97325941770193269420 0.00035174014168956971
данным 1.16315080980568086311 0.00302724687279368057
показателям 4.07187170637004225426 0.00048170728810718584
является 0.96579137564718575693 0.00308486539009511593
наименьшей 5.17048399503815137024 0.00061167443452480198
среди 1.25846098961000563143 0.00193540670352893322
стран 1.32033639332809316080 0.00296775008555941883
балтии 4.47733681447820686117 0.00211869717945260003
член 1.91238745701666967847 0.00090495088466422313
оон 1.38629436111989057245 0.00098400167593982535
сентября 0.69314718055994528623 0.00164000279323304218
европейского 2.53142666542289296316 0.00299470799174599922
союза 1.70474809223842527217 0.00181506362594887347
нато 1.99243016469020606252 0.00094282747648891801
марта 0.67067432470788668208 0.00150748990529396033
оэср 3.56104608260405131048 0.00210638003229862269
декабря 0.69314718055994528623 0.00123000209492478180
совета 1.18149994847387729280 0.00055909142244120534
европы 1.95160817016995102868 0.00253965336234111697
официальный 1.61513593354873807861 0.00019107251077117449
язык 0.51652364488062840753 0.00030552682176779159
денежная 3.22457384598283836041 0.00038147093883625203
единица 3.37872452581009685701 0.00039970714844553377
содержание 0.04058528011507830241 0.00001440386139184135
этимология 2.39789527279837066942 0.00056734775175638723
история 0.34217025773585058035 0.00044527065362526399
география 2.22604501587171155208 0.00105337514059941390
государственный 1.64412347042199047387 0.00155601416815046999
строй 2.17475172148416096007 0.00102910290854568123
политические 1.76928661337599635317 0.00041861744076091239
партии 1.02734926864661901824 0.00085075652200713753
профсоюзы 4.47733681447820686117 0.00105934858972630002
административное 2.07944154167983574766 0.00098400167593982514
деление 2.22604501587171155208 0.00105337514059941390
экономика 1.91238745701666967847 0.00203613949049450240
послевоенный 5.17048399503815137024 0.00122334886904960395
уровень 1.70474809223842527217 0.00121004241729924891
период 1.32033639332809316080 0.00109338161046925960
гендерный 5.17048399503815137024 0.00305837217262401031
труда 1.99243016469020606252 0.00212136182210006553
крупные 1.70474809223842527217 0.00060502120864962445
компании 1.91238745701666967847 0.00090495088466422313
международные 1.70474809223842527217 0.00060502120864962445
институты 3.37872452581009685701 0.00079941429689106753
коррупция 3.78418963391826101983 0.00089534831040299554
социальное 3.22457384598283836041 0.00076294187767250406
положение 1.95160817016995102868 0.00069263273518394095
внешняя 1.67397643357167158484 0.00079213364891596901
политика 0.04058528011507830241 0.00002400643565306891
вооруж 0.98082925301172618759 0.00034809981770202040
нные 0.76376474777389868898 0.00027106284671970848
силы 0.99609672514251468289 0.00058919716381315203
культура 1.73649679055300554253 0.00143800751613285677
спорт 2.17475172148416096007 0.00128637863568210171
традиции 2.46243379393594175042 0.00058261772008421666
национальные 2.46243379393594175042 0.00087392658012632493
символы 2.86789890204410635732 0.00101782760039421721
известняк 4.47733681447820686117 0.00105934858972630002
