 1.45691192833384408623 0.00011016347284187856
италия 1.95160817016995102868 0.01888891083415907002
материал 0.34217025773585058035 0.00002587298735242726
википедии 0.04058528011507830241 0.00000613766050889653
свободной 0.34217025773585058035 0.00002587298735242726
энциклопедии 0.34217025773585058035 0.00002587298735242726
это 0.31845373111853458870 0.00033711548095723885
стабильная 2.07944154167983574766 0.00015723565532550741
версия 0.04058528011507830241 0.00000920649076334479
отпатрулированная 2.22604501587171155208 0.00016832098418689690
февраля 0.71613669878464414342 0.00108300445940966985
термина 1.58696505658204189970 0.00011999735777557972
значения 1.50692234890850529361 0.00056972489561758234
см 0.35020242943311497008 0.00023832301435901964
запрос 2.97325941770193269420 0.00067446338397775414
итальянская 2.86789890204410635732 0.00325281538984208618
республика 1.43281437675478362515 0.00314189920044527201
перенаправляется 2.97325941770193269420 0.00022482112799258468
сюда 0.04058528011507830241 0.00000613766050889653
историческом 3.56104608260405131048 0.00026926624443130819
государстве 3.09104245335831606667 0.00023372721764524127
годов 1.38629436111989057245 0.00115306147238705453
итал 3.78418963391826101983 0.00343366923304492524
флаг 1.73649679055300554253 0.00118173694631206437
герб 2.03498977910900213928 0.00046162339034608747
гимн 2.22604501587171155208 0.00067328393674758759
песнь 4.07187170637004225426 0.00061578400096333333
итальянцев 5.17048399503815137024 0.00156385149188299462
расположение 3.37872452581009685701 0.00025548011537316419
италии 2.68557734525015145977 0.04406580596743159273
мно-зел 3.78418963391826101983 0.00028613910275374370
ный 2.53142666542289296316 0.00057423667268572244
европе 2.22604501587171155208 0.00100992590512138155
светло-зел 3.22457384598283836041 0.00048764821867415320
мно-серый 4.07187170637004225426 0.00030789200048166667
европейском 3.78418963391826101983 0.00028613910275374370
союзе 2.86789890204410635732 0.00043370871864561149
основана 2.53142666542289296316 0.00038282444845714824
сентября 0.69314718055994528623 0.00073376639151903459
года 0.39979937057248704502 0.00604611524495254557
средневековое 5.17048399503815137024 0.00039096287297074866
королевство 1.91238745701666967847 0.00187985156455324799
марта 0.67067432470788668208 0.00197779195944102707
официальный 1.61513593354873807861 0.00048850992319054455
язык 0.51652364488062840753 0.00031245286646843304
итальянский 2.97325941770193269420 0.00404678030386652465
столица 1.91238745701666967847 0.00072301983252048006
рим 4.47733681447820686117 0.00744812173296941805
крупнейшие 2.12596155731472880035 0.00112527265793596230
города 0.92198875298879279239 0.00041829357413480201
милан 4.47733681447820686117 0.00406261185434695499
неаполь 5.17048399503815137024 0.00430059160267823575
