 1.45691192833384408623 0.00024294012478469969
турция 1.67397643357167158484 0.01786468096524711918
материал 0.34217025773585058035 0.00005705690474167927
википедии 0.04058528011507830241 0.00002030279145326578
свободной 0.34217025773585058035 0.00005705690474167927
энциклопедии 0.34217025773585058035 0.00005705690474167927
это 0.31845373111853458870 0.00042481738351647099
стабильная 2.07944154167983574766 0.00034674696376185357
версия 0.04058528011507830241 0.00002707038860435438
проверенная 3.37872452581009685701 0.00056340245552944756
февраля 0.71613669878464414342 0.00107474241938665957
правок 1.38629436111989057245 0.00023116464250790239
ожидают 4.07187170637004225426 0.00067898477678339877
проверки 0.96579137564718575693 0.00016104575215060627
турецкая 2.68557734525015145977 0.00806076241695893349
республика 1.43281437675478362515 0.00453951528403216415
тур 3.09104245335831606667 0.00876233478524118294
флаг 1.73649679055300554253 0.00173736547328965014
эмблема 3.78418963391826101983 0.00252405511683725936
девиз 2.60553463757661507572 0.00043447300943415289
мир 1.50692234890850529361 0.00025127936450033435
гимн 2.22604501587171155208 0.00074238619838976538
марш 2.77258872223978114491 0.00046232928501580478
независимости 1.99243016469020606252 0.00033223781302154509
карте 2.68557734525015145977 0.00044782013427549630
мира 1.07613943281605095592 0.00053833888585095094
основано 3.37872452581009685701 0.00056340245552944756
октября 0.76376474777389868898 0.00114622023177673635
года 0.39979937057248704502 0.00379999401744735097
современная 2.77258872223978114491 0.00092465857003160956
официальный 1.61513593354873807861 0.00107729593700099245
язык 0.51652364488062840753 0.00025839101794928882
турецкий 3.37872452581009685701 0.00338041473317668515
столица 1.91238745701666967847 0.00063778137636040337
анкара 4.07187170637004225426 0.00271593910713359508
крупнейшие 2.12596155731472880035 0.00035450417830827559
города 0.92198875298879279239 0.00138367496696667263
стамбул 4.47733681447820686117 0.00522617270324286266
измир 5.17048399503815137024 0.00344871368686886859
бурса 5.17048399503815137024 0.00344871368686886859
адана 5.17048399503815137024 0.00258653526515165112
газиантеп 5.17048399503815137024 0.00258653526515165112
анталья 5.17048399503815137024 0.00258653526515165112
конья 5.17048399503815137024 0.00258653526515165112
мерсин 3.78418963391826101983 0.00189304133762794430
форма 2.22604501587171155208 0.00037119309919488269
правления 1.55956608239392746640 0.00052011541850722944
президентская 2.97325941770193269420 0.00049579113184958028
государственный 1.64412347042199047387 0.00109663062892912484
строй 2.17475172148416096007 0.00072527988043493774
унитарное 3.37872452581009685701 0.00112680491105889512
государство 1.14513230430300261276 0.00171855773532216503
президент 1.23865836231382608901 0.00103273166776206944
реджеп 3.37872452581009685701 0.00056340245552944756
тайип 3.56104608260405131048 0.00118760916545074236
эрдоган 3.22457384598283836041 0.00107539564648418827
вице-президент 2.07944154167983574766 0.00034674696376185357
фуат 5.17048399503815137024 0.00086217842171721715
октай 5.17048399503815137024 0.00086217842171721715
спикер 3.09104245335831606667 0.00051543145795536363
внст 5.17048399503815137024 0.00086217842171721715
мустафа 2.86789890204410635732 0.00143466678441426013
шентоп 5.17048399503815137024 0.00086217842171721715
гос 2.53142666542289296316 0.00042211550198814287
религия 1.95160817016995102868 0.00162715371866762638
светское 2.68557734525015145977 0.00044782013427549630
территория 1.95160817016995102868 0.00032543074373352527
км 1.87464712903382269005 0.00218818240841033148
водной 2.53142666542289296316 0.00084423100397628575
поверхности 2.46243379393594175042 0.00041061093779155275
население 1.67397643357167158484 0.00307049204090184893
оценка 2.17475172148416096007 0.00036263994021746887
чел 2.33727065098193564907 0.00506661972032102122
-е 1.64412347042199047387 0.00274157657232281231
перепись 2.68557734525015145977 0.00044782013427549630
плотность 2.46243379393594175042 0.00082122187558310549
-я 1.53289783531176615483 0.00025561077794093148
ввп 2.17475172148416096007 0.00145055976086987549
ппс 2.53142666542289296316 0.00126634650596442857
итого 2.46243379393594175042 0.00082122187558310549
трлн 2.77258872223978114491 0.00046232928501580478
долл 2.33727065098193564907 0.00233843987091739407
-й 0.95097628986204518764 0.00063430134391332011
душу 2.39789527279837066942 0.00159939654680564991
населения 1.18149994847387729280 0.00551642463853069254
номинал 2.53142666542289296316 0.00042211550198814287
млрд 1.95160817016995102868 0.00227801520613467659
ичр 2.46243379393594175042 0.00041061093779155275
очень 1.53289783531176615483 0.00025561077794093148
