 1.45691192833384408623 0.00039676250771618853
битва 1.50692234890850529361 0.00410381903297523266
фаллуджу 2.86789890204410635732 0.00702916397559829979
ноябрь 2.33727065098193564907 0.00254604646076463624
материал 0.34217025773585058035 0.00009318362138775888
википедии 0.04058528011507830241 0.00002210527239383350
свободной 0.34217025773585058035 0.00009318362138775888
энциклопедии 0.34217025773585058035 0.00009318362138775888
текущая 0.96579137564718575693 0.00078904524154181849
версия 0.04058528011507830241 0.00005526318098458375
страницы 0.04058528011507830241 0.00006631581718150049
пока 0.86641890183398206915 0.00047190571995314935
проверялась 1.05961013086484046042 0.00057712970090677588
опытными 1.07613943281605095592 0.00058613258867976634
значительно 0.77603484036571290794 0.00063401539245564777
отличаться 1.07613943281605095592 0.00058613258867976634
версии 0.80103614257113020525 0.00043629419530017988
проверенной 1.07613943281605095592 0.00058613258867976634
июля 0.77603484036571290794 0.00211338464151882618
года 0.39979937057248704502 0.00446399079342918535
проверки 0.96579137564718575693 0.00052603016102787900
требуют 1.09294655113243233124 0.00059528679255579106
правок 1.38629436111989057245 0.00075506228819166164
термина 1.58696505658204189970 0.00043218002630229904
значения 1.50692234890850529361 0.00041038190329752329
см 0.35020242943311497008 0.00038148412792278323
основной 1.23865836231382608901 0.00033732526206803549
конфликт 1.20019208148603007125 0.00032684969539379906
анбарская 3.78418963391826101983 0.00103055273254854603
кампания 2.17475172148416096007 0.00059225264746300685
белор 2.77258872223978114491 0.00151012457638332329
рус 1.16315080980568086311 0.00031676220310612225
иракской 0.98082925301172618759 0.00160266217812373574
войны 0.65962448852130173282 0.00125745409031838566
дата 0.45198512374305721551 0.00233870298233063373
ноября 0.75164338724155388416 0.00552678961207024935
декабря 0.69314718055994528623 0.00188765572047915400
место 0.80103614257113020525 0.00021814709765008994
фаллуджа 1.83827948486294778796 0.00350434542321368054
ирак 0.71613669878464414342 0.00039005266818335744
итог 1.95160817016995102868 0.00053148370647329829
победа 1.76928661337599635317 0.00048183186638779864
сша 0.57536414490356180274 0.00423061871252618932
противники 1.61513593354873807861 0.00043985183375510299
великобритания 1.45691192833384408623 0.00039676250771618853
частные 2.53142666542289296316 0.00068938634679272686
военные 1.55956608239392746640 0.00127415529607347012
компании 1.91238745701666967847 0.00052080268437273145
иракские 1.34184259854905674203 0.00073085108853434470
повстанцы 1.87464712903382269005 0.00102104963455001236
баас 1.53289783531176615483 0.00041745583750320433
исламская 1.76928661337599635317 0.00096366373277559727
командующие 1.76928661337599635317 0.00048183186638779864
томас 2.46243379393594175042 0.00067059743843571405
метц 5.17048399503815137024 0.00140808387664437696
разные 3.22457384598283836041 0.00087815191884064233
лидеры 1.83827948486294778796 0.00100124154948962301
групп 1.99243016469020606252 0.00054260080737750715
иракского 1.40928387934458942965 0.00191895953069797041
сопротивления 1.58696505658204189970 0.00086436005260459808
силы 0.99609672514251468289 0.00379775439869150470
сторон 1.73649679055300554253 0.00047290217607652660
военнослужащих 1.76928661337599635317 0.00240915933193899291
бойцов 2.07944154167983574766 0.00226518686457498472
новой 1.58696505658204189970 0.00086436005260459808
армии 0.86641890183398206915 0.00377524575962519477
ирака 0.80103614257113020525 0.00109073548825044963
великобритании 1.61513593354873807861 0.00043985183375510299
неизвестное 4.07187170637004225426 0.00110889752352125344
число 1.38629436111989057245 0.00113259343228749236
сотрудников 2.53142666542289296316 0.00068938634679272686
чвк 3.22457384598283836041 0.00263445575652192666
источник 0.04058528011507830241 0.00004421054478766700
указан 0.51652364488062840753 0.00056266192252791766
дня 1.27866369692752512854 0.00174109980518453869
боевиков 1.70474809223842527217 0.00092851203280959992
потери 1.43281437675478362515 0.00195099996834801693
данные 1.80318816505167767161 0.00245532157550609710
коалиции 1.32033639332809316080 0.00107870620369942259
повстанцев 2.22604501587171155208 0.00848709973371567644
убитых 1.91238745701666967847 0.00208321073749092580
раненых 2.07944154167983574766 0.00169889014843123843
