 1.45691192833384408623 0.00007283831258543366
украина 2.03498977910900213928 0.01220871780287372498
материал 0.34217025773585058035 0.00003421360441314375
википедии 0.04058528011507830241 0.00000405812219928790
свободной 0.34217025773585058035 0.00008553401103285936
энциклопедии 0.34217025773585058035 0.00003421360441314375
это 0.31845373111853458870 0.00019105313335778497
стабильная 2.07944154167983574766 0.00010396168091590021
версия 0.04058528011507830241 0.00001014530549821975
отпатрулированная 2.22604501587171155208 0.00011129112168141744
февраля 0.71613669878464414342 0.00343711244292199984
термина 1.58696505658204189970 0.00007934031879722238
значения 1.50692234890850529361 0.00045203150152239933
см 0.35020242943311497008 0.00042020089523021496
укр 4.07187170637004225426 0.00793935589183239997
укра 0.78845736036427027660 0.00413898724318810009
флаг 1.73649679055300554253 0.00060771310538301369
герб 2.03498977910900213928 0.00091565383521552933
гимн 2.22604501587171155208 0.00033387336504425231
ще 5.17048399503815137024 0.00025849834991691588
вмерла 5.17048399503815137024 0.00025849834991691588
слава 4.47733681447820686117 0.00022384445627828252
воля 4.07187170637004225426 0.00040714645599140511
ещ 0.04058528011507830241 0.00002231967209608346
умерла 3.56104608260405131048 0.00017803450068013457
карте 2.68557734525015145977 0.00040279632215530718
мира 1.07613943281605095592 0.00075322228074316136
светло-зел 3.22457384598283836041 0.00016121257104203773
ным 3.22457384598283836041 0.00048363771312611315
выделены 2.97325941770193269420 0.00014864810607448920
неконтролируемые 5.17048399503815137024 0.00025849834991691588
украинскому 5.17048399503815137024 0.00077549504975074764
законодательству 3.22457384598283836041 0.00048363771312611315
временно 3.56104608260405131048 0.00089017250340067276
оккупированные 3.56104608260405131048 0.00035606900136026914
территории 1.14513230430300261276 0.00343505340756825083
контроль 1.32033639332809316080 0.00033005109322270103
указан 0.51652364488062840753 0.00010329439953617207
состоянию 1.91238745701666967847 0.00239024529674116294
года 0.39979937057248704502 0.00741553677044259028
история 0.34217025773585058035 0.00023949523089200622
захват 1.58696505658204189970 0.00015868063759444476
киева 4.07187170637004225426 0.00081429291198281022
князем 4.47733681447820686117 0.00044768891255656505
олегом 5.17048399503815137024 0.00025849834991691588
создание 0.86641890183398206915 0.00030321629401249250
киевской 5.17048399503815137024 0.00180948844941841128
руси 3.78418963391826101983 0.00208109618903614020
галицко-волынского 5.17048399503815137024 0.00051699669983383176
княжества 3.78418963391826101983 0.00113514337583789458
августа 0.75164338724155388416 0.00210439104517183388
зборовский 5.17048399503815137024 0.00025849834991691588
договор 1.73649679055300554253 0.00060771310538301369
гетманщины 5.17048399503815137024 0.00051699669983383176
июня 0.68184762530601195074 0.00167035964603512574
универсал 5.17048399503815137024 0.00051699669983383176
центральной 2.07944154167983574766 0.00093565512824310177
рады 3.56104608260405131048 0.00124624150476094196
провозглашение 3.78418963391826101983 0.00075676225055859635
автономии 2.86789890204410635732 0.00043014182112450350
россии 1.43281437675478362515 0.00214900666446572871
января 0.72783273854783536727 0.00138274392884800250
независимости 1.99243016469020606252 0.00119533856495762799
украинской 3.78418963391826101983 0.00454057350335157831
народной 1.80318816505167767161 0.00108180471855915078
республики 1.38629436111989057245 0.00110892459643626893
октября 0.76376474777389868898 0.00168011443365921132
западно-украинской 4.47733681447820686117 0.00022384445627828252
акт 2.33727065098193564907 0.00035055554209308104
объединения 3.09104245335831606667 0.00030907333800203141
марта 0.67067432470788668208 0.00281655050872225195
третий 2.53142666542289296316 0.00012655867740340432
всеукраинский 5.17048399503815137024 0.00129249174958457930
съезд 3.22457384598283836041 0.00032242514208407545
советов 3.22457384598283836041 0.00080606285521018855
сср 3.37872452581009685701 0.00219595134664189858
декабря 0.69314718055994528623 0.00155942521373850294
образовании 3.37872452581009685701 0.00033783866871413829
ссср 2.17475172148416096007 0.00358798154229463592
вхождение 4.07187170637004225426 0.00020357322799570256
присоединение 3.37872452581009685701 0.00050675800307120741
западной 1.99243016469020606252 0.00029883464123940700
июля 0.77603484036571290794 0.00162951021374662243
суверенитете 4.07187170637004225426 0.00061071968398710764
украины 1.99243016469020606252 0.03287181053633476263
провозглашения 3.78418963391826101983 0.00094595281319824541
даты 2.68557734525015145977 0.00013426544071843573
